AirportName,Latitude,Longitude,Continent,IsoCountry,IsoRegion,City,GpsCode,IataCode
Caravelas Airport,-17.6523,-39.253101,SA,BR,BR-BA,Caravelas,SSCV,CRQ
Carbon County Regional/Buck Davis Field,39.61389923,-110.7509995,NA,US,US-UT,Price,KPUC,PUC
Carcassonne Airport,43.2159996,2.306319952,EU,FR,FR-OCC,Carcassonne/Salvaza,LFMK,CCF
Çardak Airport,37.78559875,29.70129967,AS,TR,TR-20,Denizli,LTAY,DNZ
Cardiff International Airport,51.396702,-3.34333,EU,GB,GB-WLS,Cardiff,EGFF,CWL
Caribou Municipal Airport,46.871498,-68.017899,NA,US,US-ME,Caribou,KCAR,CAR
Carimagua Airport,4.56417,-71.3364,SA,CO,CO-MET,Puerto López,SKCI,CCO
Carlisle Airport,54.9375,-2.809170008,EU,GB,GB-ENG,Carlisle,EGNC,CAX
Carlos Manuel de Cespedes Airport,20.3964,-76.621399,NA,CU,CU-12,Bayamo,MUBY,BYM
Carlos Rovirosa Pérez International Airport,17.99699974,-92.81739807,NA,MX,MX-TAB,Villahermosa,MMVA,VSA
Carlos Ruhl Airport,-28.657934,-53.610095,SA,BR,BR-RS,Cruz Alta,SSAK,CZB
Carmelita Airport,17.46120071,-90.05370331,NA,GT,GT-PE,Carmelita,MGCR,CMM
Carmen de Patagones Airport,-40.7781,-62.9803,SA,AR,AR-B,Carmen de Patagones,SA3R,CPG
Carnarvon Airport,-24.880091,113.670752,OC,AU,AU-WA,Carnarvon,YCAR,CVQ
Car Nicobar Air Force Base,9.153056,92.819273,AS,IN,IN-AN,IAF Camp,VOCX,CBD
Carnot Airport,4.936999798,15.89400005,AF,CF,CF-HS,Carnot,FEFC,CRF
Carosue Dam Airport,-30.174236,122.322249,OC,AU,AU-WA,Cundeelee,YSCD,WCD
Carpentaria Downs Airport,-18.718481,144.313028,OC,AU,AU-QLD,Carpentaria Downs,YCPN,CFP
Carrasco General Cesáreo L. Berisso International Airport,-34.835647,-56.026497,SA,UY,UY-CA,Ciudad de la Costa,SUMU,MVD
Carriel Sur Airport,-36.772701,-73.063103,SA,CL,CL-BI,Concepcion,SCIE,CCP
Carson Airport,39.1922,-119.734001,NA,US,US-NV,Carson City,KCXP,CSN
Carta Airport,15.033192,-86.692334,NA,HN,HN-OL,La Unión,MHCR,LUI
Cartwright Airport,53.682501,-57.042303,NA,CA,CA-NL,Cartwright,CYCA,YRF
Caruaru Airport,-8.28239,-36.0135,SA,BR,BR-PE,Caruaru,SNRU,CAU
Carurú Airport,1.013822,-71.297343,NA,CO,CO-VAU,Carurú,SKCR,CUO
Casa De Campo International Airport,18.45070076,-68.91179657,NA,DO,DO-12,La Romana,MDLR,LRM
Casa Grande Municipal Airport,32.954899,-111.766998,NA,US,US-AZ,Casa Grande,KCGZ,CGZ
Cascade Airport,44.49380112,-116.0159988,NA,US,US-ID,Cascade,KU70,ICS
Cascade Locks State Airport,45.676599,-121.878879,NA,US,US-OR,Cascade Locks,KCZK,CZK
Cascais Airport,38.724998,-9.35523,EU,PT,PT-11,Cascais,LPCS,CAT
Casigua El Cubo Airport,8.75813961,-72.53630066,SA,VE,VE-V,Casigua El Cubo,SVCG,CUV
Casper-Natrona County International Airport,42.908001,-106.463997,NA,US,US-WY,Casper,KCPR,CPR
Cassidy International Airport,1.986278,-157.350011,OC,KI,KI-L,Kiritimati,PLCH,CXI
Cassilândia Airport,-19.146861,-51.676941,SA,BR,BR-MS,Cassilândia,SSCL,CSS
Castaway Island Seaplane Base,-17.7358,177.129,OC,FJ,FJ-W,Castaway Island,NFCS,CST
Castellón-Costa Azahar Airport,40.213889,0.073333,EU,ES,ES-VC,Castellón de la Plana,LECH,CDT
Castle Airport,37.38050079,-120.5680008,NA,US,US-CA,Merced,KMER,MER
Castlegar/West Kootenay Regional Airport,49.29639816,-117.6320038,NA,CA,CA-BC,Castlegar,CYCG,YCG
Castres-Mazamet Airport,43.55630112,2.28918004,EU,FR,FR-OCC,Castres/Mazamet,LFCK,DCM
Catacamas Airport,14.91699982,-85.90000153,NA,HN,HN-OL,Catacamas,MHCA,CAA
Catalão Airport,-18.21680069,-47.89970016,SA,BR,BR-GO,Catalão,SWKT,TLZ
Catalina Airport,33.4049,-118.416,NA,US,US-CA,Avalon,KAVX,AVX
Catamarca Airport,-28.59560013,-65.75170136,SA,AR,AR-K,Catamarca,SANC,CTC
Catania-Fontanarossa Airport,37.466801,15.0664,EU,IT,IT-82,Catania,LICC,CTA
Cataratas Del Iguazú International Airport,-25.737301,-54.4734,SA,AR,AR-N,Puerto Iguazu,SARI,IGR
Cataratas International Airport,-25.594167,-54.489444,SA,BR,BR-PR,Foz do Iguaçu,SBFI,IGU
Catarman National Airport,12.50161,124.635258,AS,PH,PH-NSA,Catarman,RPVF,CRM
Cat Bi International Airport,20.81686,106.722994,AS,VN,VN-RRD,Haiphong (Hai An),VVCI,HPH
Cat Cay Airport,25.554425,-79.275404,NA,BS,BS-BI,North Cat Cay,MYCC,CXY
Cat Lake Airport,51.72719955,-91.82440186,NA,CA,CA-ON,Cat Lake,CYAC,YAC
Catumbela Airport,-12.4792,13.4869,AF,AO,AO-BGU,Catumbela,FNCT,CBT
Cauayan Airport,16.92989922,121.7529984,AS,PH,PH-ISA,Cauayan City,RPUY,CYZ
Caucaya Airport,-0.182278,-74.7708,SA,CO,CO-PUT,Puerto Leguízamo,SKLG,LQM
Cauquira Airport,15.316667,-83.591667,NA,HN,HN-GD,Cauquira,MHCU,CDD
Cavern City Air Terminal,32.33750153,-104.2630005,NA,US,US-NM,Carlsbad,KCNM,CNM
Caviahue Airport,-37.851398,-71.009201,SA,AR,AR-Q,Lafontaine,SAHE,CVH
Cayana Airstrip,3.898681,-55.577907,SA,SR,SR-SI,Awaradam,SMCA,AAJ
Caye Caulker Airport,17.735015,-88.032862,NA,BZ,BZ-BZ,Caye Caulker,MZCK,CUK
Caye Chapel Airport,17.683792,-88.044985,NA,BZ,BZ-BZ,Caye Chapel,MZCP,CYC
Cayenne – Félix Eboué Airport,4.819964,-52.361326,SA,GF,GF-CY,Matoury,SOCA,CAY
Cazombo Airport,-11.8931,22.916239,AF,AO,AO-MOX,Cazombo,FNCZ,CAV
C David Campbell Field Corsicana Municipal Airport,32.02809906,-96.40059662,NA,US,US-TX,Corsicana,KCRS,CRS
Cecil Airport,30.21870041,-81.87670136,NA,US,US-FL,Jacksonville,KVQQ,VQQ
Cedar City Regional Airport,37.70100021,-113.098999,NA,US,US-UT,Cedar City,KCDC,CDC
Ceduna Airport,-32.13059998,133.7100067,OC,AU,AU-SA,Ceduna,YCDU,CED
Celaque Airport,14.573492,-88.595801,NA,HN,HN-LE,Gracias,MHGS,GAC
Cengiz Topel Airport,40.735001,30.0833,AS,TR,TR-41,Kartepe,LTBQ,KCO
Centennial Airport,39.57009888,-104.848999,NA,US,US-CO,Denver,KAPA,APA
Center Island Airport,48.49010086,-122.8320007,NA,US,US-WA,Center Island,78WA,CWS
Centerville Municipal Airport,35.83739853,-87.44539642,NA,US,US-TN,Centerville,KGHM,GHM
Central Airport,65.57379913,-144.7830048,NA,US,US-AK,Central,PACE,CEM
Centralia / James T. Field Memorial Aerodrome,43.285599,-81.508301,NA,CA,CA-ON,Huron Park,CYCE,YCE
Centralia Municipal Airport,38.515099,-89.091103,NA,US,US-IL,Centralia,KENL,ENL
Central Illinois Regional Airport at Bloomington-Normal,40.4771,-88.915901,NA,US,US-IL,Bloomington/Normal,KBMI,BMI
Central Jersey Regional Airport,40.5243988,-74.5983963,NA,US,US-NJ,Manville,47N,JVI
Central Maine/Norridgewock Airport,44.7155,-69.866501,NA,US,US-ME,Norridgewock,KOWK,OWK
Central Nebraska Regional Airport,40.96749878,-98.30960083,NA,US,US-NE,Grand Island,KGRI,GRI
Central Wisconsin Airport,44.77759933,-89.66680145,NA,US,US-WI,Mosinee,KCWA,CWA
Central Wyoming Regional Airport,43.064201,-108.459999,NA,US,US-WY,Riverton,KRIW,RIW
Ceres Airport,-29.872292,-61.927925,SA,AR,AR-S,Ceres,SANW,CRR
Cerro Largo International Airport,-32.33789825,-54.21670151,SA,UY,UY-CL,Melo,SUMO,MLZ
Cesar Lim Rodriguez (Taytay-Sandoval) Airport,11.05065,119.519266,AS,PH,PH-PLW,Taytay,RPSD,RZP
César Manrique-Lanzarote Airport,28.945499,-13.6052,AF,ES,ES-CN,San Bartolomé,GCRR,ACE
Cessna Aircraft Field,37.64860153,-97.25060272,NA,US,US-KS,Wichita,KCEA,CEA
CFB Bagotville,48.33060074,-70.99639893,NA,CA,CA-QC,Bagotville,CYBG,YBG
CFB Cold Lake,54.40499878,-110.2789993,NA,CA,CA-AB,Cold Lake,CYOD,YOD
CFB Greenwood,44.9844017,-64.91690063,NA,CA,CA-NS,Greenwood,CYZX,YZX
CFB Trenton,44.1189003,-77.52809906,NA,CA,CA-ON,Trenton,CYTR,YTR
Chabahar Konarak International Airport,25.44319,60.382167,AS,IR,IR-11,Konarak,OIZC,ZBR
Chacalluta Airport,-18.348499,-70.338699,SA,CL,CL-AP,Arica,SCAR,ARI
Chacarita Airport,9.981410027,-84.77269745,NA,CR,CR-P,Puntarenas,MRCH,JAP
Chachapoyas Airport,-6.201911,-77.856195,SA,PE,PE-AMA,Chachapoyas,SPPY,CHH
Chachoán Regional Airport,-1.21207,-78.5746,SA,EC,EC-T,Ambato,SEAM,ATF
Chadron Municipal Airport,42.83760071,-103.0950012,NA,US,US-NE,Chadron,KCDR,CDR
Chafei Amsei Airport,-20.58449936,-48.59410095,SA,BR,BR-SP,Barretos,SNBA,BAT
Chaghcharan Airport,34.526465,65.27102,AS,AF,AF-GHO,Chaghcharan,OACC,CCN
Chalkyitsik Airport,66.64499664,-143.7400055,NA,US,US-AK,Chalkyitsik,PACI,CIK
Challis Airport,44.522999,-114.218002,NA,US,US-ID,Challis,KLLJ,CHL
Châlons-Vatry Airport,48.773333,4.206111,EU,FR,FR-GES,Vatry,LFOK,XCR
Chambéry-Savoie Airport,45.63809967,5.88022995,EU,FR,FR-ARA,Chambéry/Aix-les-Bains,LFLB,CMF
Chañaral Airport,-26.33250046,-70.6072998,SA,CL,CL-AT,Chañaral,SCRA,CNR
Chandalar Lake Airport,67.50450134,-148.4830017,NA,US,US-AK,Chandalar Lake,PALR,WCR
Chandigarh International Airport,30.6735,76.788498,AS,IN,IN-CH,Chandigarh,VICG,IXC
Chandler Field,45.866299,-95.394699,NA,US,US-MN,Alexandria,KAXN,AXN
Changbaishan Airport,42.066944,127.602222,AS,CN,CN-22,Baishan,ZYBS,NBS
Changchun Longjia International Airport,43.996201,125.684998,AS,CN,CN-22,Changchun,ZYCC,CGQ
Changde Taohuayuan Airport,28.9189,111.639999,AS,CN,CN-43,Changde (Dingcheng),ZGCD,CGD
Changhai Airport,39.266667,122.666944,AS,CN,CN-21,"Changhai, Dalian",ZYCH,CNI
Changsha Huanghua International Airport,28.189199,113.220001,AS,CN,CN-43,Changsha (Changsha),ZGHA,CSX
Changuinola Captain Manuel Niño International Airport,9.458962,-82.515062,NA,PA,PA-1,Changuinola,MPCH,CHX
Chan Gurney Municipal Airport,42.91669846,-97.3859024,NA,US,US-SD,Yankton,KYKN,YKN
Changzhi Wangcun Airport,36.247501,113.125999,AS,CN,CN-14,Changzhi,ZBCZ,CIH
Changzhou Benniu International Airport,31.919701,119.778999,AS,CN,CN-32,Changzhou,ZSCG,CZX
Chania International Airport,35.53170013,24.14970016,EU,GR,GR-M,Souda,LGSA,CHQ
Chanute Martin Johnson Airport,37.668173,-95.486727,NA,US,US-KS,Chanute,KCNU,CNU
Chaoyang Airport,41.538101,120.434998,AS,CN,CN-21,"Shuangta, Chaoyang",ZYCY,CHG
Chapais Airport,49.77190018,-74.52809906,NA,CA,CA-QC,Chibougamau,CYMT,YMT
Chapleau Airport,47.81999969,-83.34670258,NA,CA,CA-ON,Chapleau,CYLD,YLD
Charles B. Wheeler Downtown Airport,39.12319946,-94.59279633,NA,US,US-MO,Kansas City,KMKC,MKC
Charles de Gaulle Airport,,,EU,FR,FR-IDF,Paris,,CDG
Charles de Gaulle International Airport,49.012798,2.55,EU,FR,FR-IDF,Paris,LFPG,CDG
Charles Kirkconnell International Airport,19.687,-79.882797,NA,KY,KY-U-A,Cayman Brac,MWCB,CYB
Charles M. Schulz Sonoma County Airport,38.50899887,-122.8130035,NA,US,US-CA,Santa Rosa,KSTS,STS
Charleston International Airport,32.898602,-80.040497,NA,US,US-SC,Charleston,KCHS,CHS
Charleville Airport,-26.41329956,146.2619934,OC,AU,AU-QLD,Charleville,YBCV,CTL
Charlevoix Airport,47.59749985,-70.22389984,NA,CA,CA-QC,Charlevoix,CYML,YML
Charlo Airport,47.990799,-66.330299,NA,CA,CA-NB,Charlo,CYCL,YCL
Charlotte Amalie Harbor Seaplane Base,18.33860016,-64.94069672,NA,VI,VI-U-A,Charlotte Amalie St Thomas,VI22,SPB
Charlotte County Airport,26.9202,-81.990501,NA,US,US-FL,Punta Gorda,KPGD,PGD
Charlotte Douglas International Airport,35.2140007,-80.94309998,NA,US,US-NC,Charlotte,KCLT,CLT
Charlottesville Albemarle Airport,38.1385994,-78.45290375,NA,US,US-VA,Charlottesville,KCHO,CHO
Charlottetown Airport,46.29000092,-63.12110138,NA,CA,CA-PE,Charlottetown,CYYG,YYG
"Châteauroux-Déols ""Marcel Dassault"" Airport",46.860278,1.721111,EU,FR,FR-CVL,Châteauroux/Déols,LFLX,CHR
Chatham Islands / Tuuta Airport,-43.81189,-176.46514,OC,NZ,NZ-WGN,Te One,NZCI,CHT
Chatham Kent Airport,42.3064003,-82.08190155,NA,CA,CA-ON,Chatham-Kent,CYCK,XCM
Chatham Seaplane Base,57.5149,-134.945999,NA,US,US-AK,Chatham,05AA,CYM
Chattanooga Metropolitan Airport (Lovell Field),35.035301,-85.203796,NA,US,US-TN,Chattanooga,KCHA,CHA
Chaudhary Charan Singh International Airport,26.76059914,80.88929749,AS,IN,IN-UP,Lucknow,VILK,LKO
Chautauqua County-Dunkirk Airport,42.49247,-79.273102,NA,US,US-NY,Dunkirk,KDKK,DKK
Chautauqua County-Jamestown Airport,42.15425,-79.254008,NA,US,US-NY,Jamestown,KJHW,JHW
Cheadle Airport,51.05749893,-113.6240005,NA,CA,CA-AB,Cheadle,CFQ4,TIL
Cheboksary Airport,56.09030151,47.34730148,EU,RU,RU-CU,Cheboksary,UWKS,CSY
Cheddi Jagan International Airport,6.49855,-58.254101,SA,GY,GY-DE,Georgetown,SYCJ,GEO
Chefornak Airport,60.136667,-164.279167,NA,US,US-AK,Chefornak,PACK,CYF
Chehalis Centralia Airport,46.67699814,-122.9830017,NA,US,US-WA,Chehalis,KCLS,CLS
Cheikh Larbi Tébessi Airport,35.43159866,8.12071991,AF,DZ,DZ-12,Tébessi,DABS,TEE
Chelinda Malawi Airport,-10.55000019,33.79999924,AF,MW,MW-RU,Chelinda,FWCD,CEH
Chelyabinsk Balandino Airport,55.305801,61.5033,EU,RU,RU-CHE,Chelyabinsk,USCC,CEK
Chena Hot Springs Airport,65.05180359,-146.0469971,NA,US,US-AK,Chena Hot Springs,AK13,CEX
Chenega Bay Airport,60.077602,-147.99468,NA,US,US-AK,Chenega,PFCB,NCN
Chengde Puning Airport,41.1225,118.073889,AS,CN,CN-13,Chengde,ZBCD,CDE
Chengdu Shuangliu International Airport,30.558257,103.945966,AS,CN,CN-51,Chengdu (Shuangliu),ZUUU,CTU
Chengdu Tianfu International Airport,30.31252,104.441284,AS,CN,CN-51,Chengdu (Jianyang),ZUTF,TFU
Chennai International Airport,12.990005,80.169296,AS,IN,IN-TN,Chennai,VOMM,MAA
Chennai International Airport,,,AS,IN,IN-TN,Chennai,,MAA
Chennault International Airport,30.2106,-93.143204,NA,US,US-LA,Lake Charles,KCWF,CWF
Chenzhou Beihu Airport,25.753419,112.845404,AS,CN,CN-43,Chenzhou,ZGCZ,HCZ
Cheongju International Airport/Cheongju Air Base (K-59/G-513),36.717008,127.498741,AS,KR,KR-43,Cheongju,RKTU,CJJ
Cheraw Municipal Airport/Lynch Bellinger Field,34.71289825,-79.95700073,NA,US,US-SC,Cheraw,KCQW,HCW
Cherbourg-Maupertus Airport,49.65010071,-1.470280051,EU,FR,FR-NOR,Cherbourg/Maupertus,LFRC,CER
Cherepovets Airport,59.27360153,38.01580048,EU,RU,RU-VLG,Cherepovets,ULWC,CEE
Cherif Al Idrissi Airport,35.17710114,-3.839519978,AF,MA,MA-HOC,Al Hoceima,GMTA,AHU
Cherkasy International Airport,49.41559982,31.99530029,EU,UA,UA-71,Cherkasy,UKKE,CKC
Chernivtsi International Airport,48.25930023,25.98080063,EU,UA,UA-77,Chernivtsi,UKLN,CWC
Chernofski Harbor Seaplane Base,53.40289934,-167.5202715,NA,US,US-AK,Chernofski Harbor,KCN,KCN
Cherokee County Airport,31.86930084,-95.2173996,NA,US,US-TX,Jacksonville,KJSO,JKV
Cherrabah Airport,-28.4301,152.08895,OC,AU,AU-QLD,Cherrabah Homestead Resort,YCHB,CRH
Cherry Capital Airport,44.74140167,-85.5821991,NA,US,US-MI,Traverse City,KTVC,TVC
Cherskiy Airport,68.74060059,161.3379974,AS,RU,RU-SA,Cherskiy,UESS,CYX
Chester County G O Carlson Airport,39.97900009,-75.8655014,NA,US,US-PA,Coatesville,KMQS,CTH
Chesterfield Inlet Airport,63.34690094,-90.73110199,NA,CA,CA-NU,Chesterfield Inlet,CYCS,YCS
Chetumal International Airport,18.50469971,-88.32679749,NA,MX,MX-ROO,Chetumal,MMCM,CTM
Chetwynd Airport,55.68719864,-121.6269989,NA,CA,CA-BC,Chetwynd,CYCQ,YCQ
Chevak Airport,61.5409,-165.6005,NA,US,US-AK,Chevak,PAVA,VAK
Chevery Airport,50.46889877,-59.63669968,NA,CA,CA-QC,Chevery,CYHR,YHR
Chhatrapati Shivaji International Airport,19.0886,72.8681,AS,IN,IN-MM,Mumbai,VABB,BOM
Chhatrapati Shivaji Maharaj International Airport,19.0886,72.8681,AS,IN,IN-MH,Mumbai,,BOM
Chiang Mai International Airport,18.76679993,98.96260071,AS,TH,TH-50,Chiang Mai,VTCC,CNX
Chiayi Airport,23.46179962,120.3929977,AS,TW,TW-CYQ,Chiayi City,RCKU,CYI
Chicago Executive Airport,42.114222,-87.901494,NA,US,US-IL,Chicago/Prospect Heights/Wheeling,KPWK,PWK
Chicago Midway International Airport,41.785999,-87.752403,NA,US,US-IL,Chicago,KMDW,MDW
Chicago O'Hare International Airport,41.9786,-87.9048,NA,US,US-IL,Chicago,KORD,ORD
Chicago Rockford International Airport,42.1954,-89.097198,NA,US,US-IL,Chicago/Rockford,KRFD,RFD
Chichen Itza International Airport,20.6413002,-88.44619751,NA,MX,MX-YUC,Chichen Itza,MMCT,CZA
Chickasha Municipal Airport,35.09740067,-97.96769714,NA,US,US-OK,Chickasha,KCHK,CHK
Chicken Airport,64.07129669,-141.9519959,NA,US,US-AK,Chicken,CKX,CKX
Chico Municipal Airport,39.79539871,-121.8580017,NA,US,US-CA,Chico,KCIC,CIC
Chief Dawid Stuurman International Airport,-33.984901,25.6173,AF,ZA,ZA-EC,Gqeberha (Port Elizabeth),FAPE,PLZ
Chifeng Yulong Airport,42.157708,118.839455,AS,CN,CN-15,Chifeng,ZBCF,CIF
Chignik Bay Seaplane Base,56.29560089,-158.401001,NA,US,US-AK,Chignik,Z78,KBW
Chignik Lagoon Airport,56.31119919,-158.5359955,NA,US,US-AK,Chignik Flats,KCL,KCL
Chignik Lake Airport,56.25500107,-158.7749939,NA,US,US-AK,Chignik Lake,A79,KCQ
Chilas Airport,35.42670059,74.08170319,AS,PK,PK-GB,Chilas,OPCL,CHB
Childress Municipal Airport,34.43379974,-100.288002,NA,US,US-TX,Childress,KCDS,CDS
Chile Chico Airport,-46.5831,-71.686323,SA,CL,CL-AI,Chile Chico,SCCC,CCH
Chileka International Airport,-15.67910004,34.97399902,AF,MW,MW-BL,Blantyre,FWCL,BLZ
Chilko Lake (Tsylos Park Lodge) Airport,51.625797,-124.144478,NA,CA,CA-BC,Chilko Lake,CAG3,CJH
Chillagoe Airport,-17.138386,144.528494,OC,AU,AU-QLD,Chillagoe,YCGO,LLG
Chilliwack Airport,49.153157,-121.939309,NA,CA,CA-BC,Chilliwack,CYCW,YCW
Chiloquin State Airport,42.57944049,-121.8790627,NA,US,US-OR,Chiloquin,K2S7,CHZ
Chimbu Airport,-6.024290085,144.970993,OC,PG,PG-CPK,Kundiawa,AYCH,CMU
Chimoio Airport,-19.15130043,33.42900085,AF,MZ,MZ-B,Chimoio,FQCH,VPY
Chimore Airport,-16.976834,-65.145568,SA,BO,BO-C,Chimore,SLHI,CCA
China Bay Airport,8.538510323,81.18190002,AS,LK,LK-5,Trincomalee,VCCT,TRR
China Strait Airstrip,-10.56277778,150.6906944,OC,PG,PG-MBA,Samarai Island,AYCS,SQT
Chinchilla Airport,-26.771947,150.617571,OC,AU,AU-QLD,Chinchilla,YCCA,CCL
Chingozi Airport,-16.10479927,33.64020157,AF,MZ,MZ-T,Tete,FQTT,TET
Chino Airport,33.97470093,-117.637001,NA,US,US-CA,Chino,KCNO,CNO
Chios Island National Airport,38.34320068,26.1406002,EU,GR,GR-K,Chios Island,LGHI,JKH
Chipata Airport,-13.55830002,32.58720016,AF,ZM,ZM-03,Chipata,FLCP,CIP
Chipinge Airport,-20.20669937,32.62829971,AF,ZW,ZW-MA,Chipinge,FVCH,CHJ
Chippewa County International Airport,46.25080109,-84.47239685,NA,US,US-MI,Sault Ste Marie,KCIU,CIU
Chippewa Valley Regional Airport,44.86579895,-91.48429871,NA,US,US-WI,Eau Claire,KEAU,EAU
Chiquimula Airport,14.83092,-89.520938,NA,GT,GT-CQ,Chiquimula,MGCQ,CIQ
Chisana Airport,62.07120132,-142.0480042,NA,US,US-AK,Chisana,CZN,CZN
Chisasibi Airport,53.80559921,-78.91690063,NA,CA,CA-QC,Chisasibi,CSU2,YKU
Chişinău International Airport,46.92770004,28.93099976,EU,MD,MD-CU,Chişinău,LUKK,KIV
Chistochina Airport,62.56349945,-144.6690063,NA,US,US-AK,Chistochina,CZO,CZO
Chita-Kadala International Airport,52.026299,113.306,EU,RU,RU-CHI,Chita,UIAA,HTA
Chitato Airport,-7.358890057,20.80470085,AF,AO,AO-LNO,Chitato,FNCH,PGI
Chitina Airport,61.582901,-144.427002,NA,US,US-AK,Chitina,CXC,CXC
Chitral Airport,35.886213,71.799922,AS,PK,PK-KP,Chitral,OPCH,CJL
Chizhou Jiuhuashan Airport,30.7403,117.6856,AS,CN,CN-34,Chizhou,ZSJH,JUH
Chkalovskiy Air Base,55.8783,38.061699,EU,RU,RU-MOS,Moscow,UUMU,CKL
Chlef Aboubakr Belkaid International Airport,36.217166,1.342237,AF,DZ,DZ-02,Chlef,DAOI,CFK
Choiseul Bay Airport,-6.711944,156.396111,OC,SB,SB-CH,Choiseul Bay,AGGC,CHY
Chokurdakh Airport,70.6231,147.901993,AS,RU,RU-SA,Chokurdah,UESO,CKH
Cholet Le Pontreau Airport,47.08209991,-0.87706399,EU,FR,FR-PDL,Cholet/Le Pontreau,LFOU,CET
Chongqing Jiangbei International Airport,29.712254,106.651895,AS,CN,CN-50,Chongqing,ZUCK,CKG
Chongqing Wushan Airport,31.06896,109.708958,AS,CN,CN-50,Wushan,ZUWS,WSK
Chongqing Xiannüshan Airport,29.465658,107.693664,AS,CN,CN-50,Wulong,ZUWL,CQW
Chos Malal Airport,-37.44469833,-70.22250366,SA,AR,AR-Q,Chos Malal,SAHC,HOS
Chris Hadfield Airport,42.99940109,-82.30889893,NA,CA,CA-ON,Sarnia,CYZR,YZR
Christchurch International Airport,-43.48939896,172.5319977,OC,NZ,NZ-CAN,Christchurch,NZCH,CHC
Christiansted Harbor Seaplane Base,17.74720001,-64.70490265,NA,VI,VI-U-A,Christiansted St Croix,VI32,SSB
Christmas Creek Airport,-22.3543,119.6426,OC,AU,AU-WA,Christmas Creek Mine,YCHK,CKW
Christmas Creek Station Airport,-18.8728,125.934,OC,AU,AU-WA,Wangkat Jungka,YCRK,CXQ
Christmas Island Airport,-10.449382,105.690931,AS,CX,CX-U-A,Flying Fish Cove,YPXM,XCH
Chuathbaluk Airport,61.579102,-159.216003,NA,US,US-AK,Chuathbaluk,PACH,CHU
Chub Cay Airport,25.41710091,-77.88089752,NA,BS,BS-NS,Chub Cay,MYBC,CCZ
Chubu Centrair International Airport,34.85839844,136.8049927,AS,JP,JP-23,Tokoname,RJGG,NGO
Chu Lai Airport,15.4033,108.706001,AS,VN,VN-SCC,Tam Nghĩa,VVCA,VCL
Chulman Airport,56.91389847,124.9140015,AS,RU,RU-SA,Neryungri,UELL,NER
Chumphon Airport,10.7112,99.361702,AS,TH,TH-86,Chumphon,VTSE,CJM
Chungribu Airport,-4.806620121,144.7149963,OC,PG,PG-MPM,Chungribu,AYCB,CVB
Churchill Airport,58.73920059,-94.06500244,NA,CA,CA-MB,Churchill,CYYQ,YYQ
Churchill Falls Airport,53.56190109,-64.10639954,NA,CA,CA-NL,Churchill Falls,CZUM,ZUM
Chute-Des-Passes/Lac Margane Seaplane Base,49.9434,-71.138,NA,CA,CA-QC,Chutes-des-Passes,CTM3,YWQ
Chuuk International Airport,7.461870193,151.8430023,OC,FM,FM-TRK,Weno Island,PTKK,TKK
Ciampino–G. B. Pastine International Airport,41.7994,12.5949,EU,IT,IT-62,Rome,LIRA,CIA
Cibao International Airport,19.40609932,-70.60469818,NA,DO,DO-25,Santiago,MDST,STI
Cibeureum Airport,-7.3466,108.246002,AS,ID,ID-JB,Tasikmalaya-Java Island,WICM,TSY
Cicia Airport,-17.74329948,-179.3419952,OC,FJ,FJ-E,Cicia,NFCI,ICI
Çiğli Airport,38.513,27.010099,AS,TR,TR-35,Kaklıç Mahallesi,LTBL,IGL
Cimitarra Airport,6.367484,-73.970658,NA,CO,CO-SAN,Cimitarra,SKCM,CIM
Cincinnati Municipal Airport Lunken Field,39.10329819,-84.41860199,NA,US,US-OH,Cincinnati,KLUK,LUK
Cincinnati Northern Kentucky International Airport,39.048801,-84.667801,NA,US,US-KY,Cincinnati / Covington,KCVG,CVG
Circle City (New) Airport,65.827673,-144.076195,NA,US,US-AK,Circle,PACR,IRC
Circle Hot Springs Airport,65.48549652,-144.6109924,NA,US,US-AK,Circle Hot Springs,CHP,CHP
Cirilo Queiróz Airport,-16.18389,-40.66722,SA,BR,BR-MG,Almenara,SNAR,AMJ
City of Colorado Springs Municipal Airport,38.805801,-104.700996,NA,US,US-CO,Colorado Springs,KCOS,COS
City of Derry Airport,55.0428009,-7.161109924,EU,GB,GB-NIR,Derry,EGAE,LDY
Ciudad Acuña New International Airport,29.333662,-101.100555,NA,MX,MX-COA,Ciudad Acuña,MMCC,ACN
Ciudad Constitución National Airport,25.053801,-111.614998,NA,MX,MX-BCS,Comondú,MMDA,CUA
Ciudad del Carmen International Airport,18.65369987,-91.7990036,NA,MX,MX-CAM,Ciudad del Carmen,MMCE,CME
Ciudad Mante National Airport,22.743177,-99.017372,NA,MX,MX-TAM,Ciudad Mante,MMDM,MMC
Ciudad Obregón International Airport,27.39259911,-109.8330002,NA,MX,MX-SON,Ciudad Obregón,MMCN,CEN
Ciudad Real International Airport,38.856479,-3.969944,EU,ES,ES-CM,Ciudad Real,LERL,CQM
Çıldır Airport,37.81499863,27.89529991,AS,TR,TR-09,Aydın,LTBD,CII
Claremont Municipal Airport,43.37039948,-72.36869812,NA,US,US-NH,Claremont,KCNH,CNH
Clarence A. Bain Airport,24.287701,-77.684601,NA,BS,BS-SA,Mangrove Cay,MYAB,MAY
Clark International Airport / Clark Air Base,15.186,120.559998,AS,PH,PH-PAM,Mabalacat,RPLC,CRK
